product,8l_sn,Wlan_Mac,Eth_Mac,BT_Mac,time
MIDI,2240LZ50VRN8,0881B2000D3A,0881B2000D3B,0881B2000D3C,7/10/2022 8:03
MIDI,2240LZ50V848,0881B2000A6E,0881B2000A6F,0881B2000A70,5/10/2022 8:38
MIDI,2240LZ50VRZ8,0881B2000D16,0881B2000D17,0881B2000D18,7/10/2022 7:17
MIDI,2240LZ50VRW8,0881B2000D22,0881B2000D23,0881B2000D24,7/10/2022 7:30
MIDI,2240LZ50VS08,0881B2000D55,0881B2000D56,0881B2000D57,7/10/2022 9:28
MIDI,2240LZ50VRY8,0881B2000D1C,0881B2000D1D,0881B2000D1E,7/10/2022 7:21
MIDI,2240LZ50VRH8,0881B2000D4F,0881B2000D50,0881B2000D51,7/10/2022 8:30
MIDI,2240LZ50VQY8,0881B2000D91,0881B2000D92,0881B2000D93,8/10/2022 1:06
MIDI,2240LZ50VWH8,0881B2000B7C,0881B2000B7D,0881B2000B7E,6/10/2022 7:35
MIDI,2240LZ50VTC8,0881B2000CB6,0881B2000CB7,0881B2000CB8,7/10/2022 4:35
MIDI,2240LZ50VQR8,0881B2000DA9,0881B2000DAA,0881B2000DAB,8/10/2022 2:06
MIDI,2240LZ50MKT8,0881B2000ACB,0881B2000ACC,0881B2000ACD,6/10/2022 1:07
MIDI,2240LZ50VQT8,0881B2000DA0,0881B2000DA1,0881B2000DA2,7/10/2022 10:25
MIDI,2240LZ50VU48,0881B2000C64,0881B2000C65,0881B2000C66,7/10/2022 2:10
MIDI,2240LZ50VU78,0881B2000C5D,0881B2000C5E,0881B2000C5F,7/10/2022 1:50
MIDI,2240LZ50VRJ8,0881B2000D52,0881B2000D53,0881B2000D54,7/10/2022 9:48
MIDI,2240LZ50VRR8,0881B2000D2E,0881B2000D2F,0881B2000D30,7/10/2022 7:59
MIDI,2240LZ50VRT8,0881B2000D31,0881B2000D32,0881B2000D33,7/10/2022 9:14
MIDI,2240LZ50VSG8,0881B2000D64,0881B2000D65,0881B2000D66,7/10/2022 8:47
MIDI,2240LZ50VU08,0881B2000C70,0881B2000C71,0881B2000C72,7/10/2022 2:27
MIDI,2240LZ50VSA8,0881B2000D01,0881B2000D02,0881B2000D03,7/10/2022 10:15
MIDI,2240LZ50VS18,0881B2000D19,0881B2000D1A,0881B2000D1B,7/10/2022 7:25
MIDI,2240LZ50VQP8,0881B2000DAF,0881B2000DB0,0881B2000DB1,7/10/2022 10:43
MIDI,2240LZ50VQK8,0881B2000DBB,0881B2000DBC,0881B2000DBD,7/10/2022 10:58
MIDI,2240LZ50VQD8,0881B2000DD7,0881B2000DD8,0881B2000DD9,8/10/2022 1:18
MIDI,2240LZ50VQX8,0881B2000D97,0881B2000D98,0881B2000D99,8/10/2022 1:58
MIDI,2240LZ50VT08,0881B2000CCE,0881B2000CCF,0881B2000CD0,7/10/2022 5:22
MIDI,2240LZ50VQS8,0881B2000DA6,0881B2000DA7,0881B2000DA8,7/10/2022 23:59
MIDI,2240LZ50VTA8,0881B2000CBC,0881B2000CBD,0881B2000CBE,7/10/2022 4:52
MIDI,2240LZ50VT98,0881B2000D70,0881B2000D71,0881B2000D72,8/10/2022 0:43
MIDI,2240LZ50VU58,0881B2000C60,0881B2000C61,0881B2000C63,7/10/2022 2:05
MIDI,2240LZ50VT38,0881B2000CBF,0881B2000CC0,0881B2000CC1,7/10/2022 5:51
MIDI,2240LZ50VT48,0881B2000CB9,0881B2000CBA,0881B2000CBB,7/10/2022 4:48
MIDI,2240LZ50VT28,0881B2000CDD,0881B2000CDE,0881B2000CDF,7/10/2022 5:42
MIDI,2240LZ50VRV8,0881B2000D2B,0881B2000D2C,0881B2000D2D,7/10/2022 7:42
MIDI,2240LZ50VUA8,0881B2000C54,0881B2000C55,0881B2000C56,7/10/2022 1:58
MIDI,2240LZ50VSJ8,0881B2000CEC,0881B2000CED,0881B2000CEE,7/10/2022 5:47
MIDI,2240LZ50MLB8,0881B2000E0B,0881B2000E0C,0881B2000E0D,8/10/2022 5:57
MIDI,2240LZ50VV78,0881B2000BEF,0881B2000BF0,0881B2000BF1,6/10/2022 9:53
MIDI,2240LZ50VRF8,0881B2000D7F,0881B2000D80,0881B2000D81,7/10/2022 9:56
MIDI,2240LZ50VSL8,0881B2000CF8,0881B2000CF9,0881B2000CFA,7/10/2022 6:02
MIDI,2240LZ50VU88,0881B2000C5A,0881B2000C5B,0881B2000C5C,7/10/2022 1:46
MIDI,2240LZ50VTN8,0881B2000C95,0881B2000C96,0881B2000C97,7/10/2022 3:08
MIDI,2240LZ50VS68,0881B2000D0A,0881B2000D0B,0881B2000D0C,8/10/2022 5:31
MIDI,2240LZ50VSC8,0881B2000D43,0881B2000D44,0881B2000D45,7/10/2022 8:12
MIDI,2240LZ50VTG8,0881B2000CA7,0881B2000CA8,0881B2000CA9,7/10/2022 4:02
MIDI,2240LZ50VSP8,0881B2000CE6,0881B2000CE7,0881B2000CE8,7/10/2022 9:23
MIDI,2240LZ50VSH8,0881B2000CEF,0881B2000CF0,0881B2000CF1,7/10/2022 7:55
MIDI,2240LZ50VSU8,0881B2000D07,0881B2000D08,0881B2000D09,7/10/2022 7:34
MIDI,2240LZ50VTX8,0881B2000C79,0881B2000C7A,0881B2000C7B,7/10/2022 2:32
MIDI,2240LZ50VTF8,0881B2000CAA,0881B2000CAB,0881B2000CAC,7/10/2022 4:10
MIDI,2240LZ50VWP8,0881B2000B67,0881B2000B68,0881B2000B69,6/10/2022 5:58
MIDI,2240LZ50VU38,0881B2000C67,0881B2000C68,0881B2000C69,7/10/2022 2:14
MIDI,2240LZ50VVD8,0881B2000BE3,0881B2000BE4,0881B2000BE5,6/10/2022 9:36
MIDI,2240LZ50VW68,0881B2000B98,0881B2000B99,0881B2000B9A,6/10/2022 7:39
MIDI,2240LZ50VVA8,0881B2000BE9,0881B2000BEA,0881B2000BEB,7/10/2022 1:13
MIDI,2240LZ50MJD8,0881B2000B53,0881B2000C37,0881B2000C38,7/10/2022 0:26
MIDI,2240LZ50VSX8,0881B2000DF3,0881B2000DF4,0881B2000DF5,8/10/2022 3:55
MIDI,2240LZ50VSV8,0881B2000CD1,0881B2000CD2,0881B2000CD3,7/10/2022 5:14
MIDI,2240LZ50VVG8,0881B2000BDA,0881B2000BDB,0881B2000BDC,6/10/2022 8:55
MIDI,2240LZ50VT88,0881B2000CD7,0881B2000CD8,0881B2000CD9,8/10/2022 0:03
MIDI,2240LZ50MK68,0881B2000B07,0881B2000B08,0881B2000B09,6/10/2022 3:09
MIDI,2240LZ50VS38,0881B2000D5B,0881B2000D5C,0881B2000D5D,7/10/2022 8:39
MIDI,2240LZ50VS28,0881B2000D5E,0881B2000D5F,0881B2000D60,7/10/2022 9:36
MIDI,2240LZ50VU28,0881B2000C6A,0881B2000C6B,0881B2000C6C,7/10/2022 2:23
MIDI,2240LZ50V988,0881B2000A04,0881B2000A05,0881B2000A06,5/10/2022 4:41
MIDI,2240LZ50VT68,0881B2000CC2,0881B2000CC3,0881B2000CC4,7/10/2022 4:56
MIDI,2240LZ50V9G8,0881B20009F2,0881B20009F3,0881B20009F4,5/10/2022 4:08
MIDI,2240LZ50VTU8,0881B2000C83,0881B2000C84,0881B2000C85,7/10/2022 2:51
MIDI,2240LZ50VSD8,0881B2000CFB,0881B2000CFC,0881B2000CFD,7/10/2022 6:06
MIDI,2240LZ50V8P8,0881B2000A3A,0881B2000A3B,0881B2000A3C,5/10/2022 6:46
MIDI,2240LZ50V8Y8,0881B2000A1F,0881B2000A20,0881B2000A21,5/10/2022 5:24
MIDI,2240LZ50V8E8,0881B2000A53,0881B2000A54,0881B2000A55,5/10/2022 7:22
MIDI,2240LZ50VTD8,0881B2000CAD,0881B2000CAE,0881B2000CAF,7/10/2022 4:14
MIDI,2240LZ50VST8,0881B2000CD4,0881B2000CD5,0881B2000CD6,7/10/2022 5:18
MIDI,2240LZ50V9F8,0881B20009F5,0881B20009F6,0881B20009F7,5/10/2022 4:15
MIDI,2240LZ50VSY8,0881B2000CE0,0881B2000CE1,0881B2000CE2,7/10/2022 5:33
MIDI,2240LZ50V938,0881B2000A0D,0881B2000A0E,0881B2000A0F,5/10/2022 5:04
MIDI,2240LZ50V8N8,0881B2000A3D,0881B2000A3E,0881B2000A3F,5/10/2022 7:29
MIDI,2240LZ50VTB8,0881B2000CB3,0881B2000CB4,0881B2000CB5,7/10/2022 4:30
MIDI,2240LZ50VT58,0881B2000DC7,0881B2000DC8,0881B2000DC9,8/10/2022 0:26
MIDI,2240LZ50ML28,0881B2000AB6,0881B2000AB7,0881B2000AB8,5/10/2022 10:41
MIDI,2240LZ50VQW8,0881B2000D9A,0881B2000D9B,0881B2000D9C,8/10/2022 2:42
MIDI,2240LZ50VQZ8,0881B2000D8E,0881B2000D8F,0881B2000D90,7/10/2022 10:04
MIDI,2240LZ50VR08,0881B2000D8B,0881B2000D8C,0881B2000D8D,8/10/2022 2:32
MIDI,2240LZ50V9F8,0881B2000A71,0881B2000A72,0881B2000A73,7/10/2022 3:44
MIDI,2240LZ50VTB8,0881B2000E08,0881B2000E09,0881B2000E0E,8/10/2022 6:05
